Date,Open,High,Low,Close,Adj Close,Volume
2017-12-18,70.540001,70.739998,69.949997,70.139999,70.139999,6777000
2017-12-19,69.699997,70.360001,69.379997,70.209999,70.209999,14655000
2017-12-20,70.599998,71.050003,70.16999799999999,70.900002,70.900002,12887800
2017-12-21,71.0,72.16999799999999,70.879997,71.589996,71.589996,9682700
2017-12-22,71.41999799999999,71.870003,71.220001,71.58000200000001,71.58000200000001,10979200
2017-12-26,70.940002,71.389999,69.629997,69.860001,69.860001,8542800
2017-12-27,69.769997,70.489998,69.690002,70.059998,70.059998,6345100
2017-12-28,70.120003,70.32,69.510002,69.82,69.82,7556900
2017-12-29,69.790001,70.129997,69.43,69.849998,69.849998,6612700
2018-01-02,70.769997,73.349998,70.550003,73.129997,73.129997,11437300
2018-01-03,73.5,73.860001,72.769997,73.779999,73.779999,7401700
2018-01-04,74.099998,75.220001,74.010002,74.57,74.57,8290900
2018-01-05,75.08000200000001,76.57,74.910004,76.489998,76.489998,6284000
2018-01-08,76.209999,76.809998,75.980003,76.480003,76.480003,5287900
2018-01-09,77.019997,77.230003,75.83000200000001,76.589996,76.589996,4907400
2018-01-10,75.760002,76.660004,75.449997,76.510002,76.510002,14777900
2018-01-11,76.540001,76.779999,76.040001,76.139999,76.139999,9457900
2018-01-12,76.449997,76.589996,75.68,75.849998,75.849998,4078400
2018-01-16,76.440002,77.010002,73.709999,73.91999799999999,73.91999799999999,7014100
2018-01-17,74.410004,74.599998,72.860001,74.139999,74.139999,4933800
2018-01-18,73.860001,74.709999,73.720001,74.230003,74.230003,5404600
2018-01-19,74.389999,74.66999799999999,73.709999,74.360001,74.360001,7203300
2018-01-22,74.599998,74.599998,73.58000200000001,74.160004,74.160004,5015400
2018-01-23,74.660004,76.760002,74.0,76.57,76.57,13687700
2018-01-24,77.129997,78.879997,76.779999,77.809998,77.809998,6297000
2018-01-25,78.449997,78.989998,77.32,78.58000200000001,78.58000200000001,7840100
2018-01-26,79.209999,80.449997,79.0,80.300003,80.300003,17423400
2018-01-29,80.0,80.43,78.970001,79.339996,79.339996,9719600
2018-01-30,77.58000200000001,79.269997,76.760002,78.269997,78.269997,7326500
2018-01-31,79.0,80.559998,79.0,79.879997,79.879997,6639200
2018-02-01,76.480003,78.360001,75.690002,76.010002,76.010002,8098000
2018-02-02,76.449997,76.699997,74.16999799999999,74.400002,74.400002,8327000
2018-02-05,72.900002,75.379997,71.589996,72.510002,72.510002,10552400
2018-02-06,70.019997,73.66999799999999,69.589996,73.529999,73.529999,7436500
2018-02-07,73.160004,74.190002,72.099998,72.160004,72.160004,3373100
2018-02-08,72.550003,72.779999,69.099998,69.150002,69.150002,5742000
2018-02-09,70.57,70.769997,67.860001,70.480003,70.480003,6129800
2018-02-12,71.190002,71.779999,70.269997,71.099998,71.099998,2653800
2018-02-13,70.720001,72.440002,70.550003,71.309998,71.309998,5535300
2018-02-14,70.879997,73.730003,70.879997,73.660004,73.660004,8043500
2018-02-15,74.25,74.699997,73.230003,74.400002,74.400002,4274200
2018-02-16,74.459999,74.980003,73.300003,73.510002,73.510002,6982200
2018-02-20,72.83000200000001,75.260002,72.779999,74.589996,74.589996,5574300
2018-02-21,75.260002,76.709999,75.040001,75.110001,75.110001,7147700
2018-02-22,75.83000200000001,75.989998,75.059998,75.519997,75.519997,9369200
2018-02-23,76.5,77.779999,76.099998,77.760002,77.760002,16053100
2018-02-26,78.43,78.68,76.720001,78.08000200000001,78.08000200000001,18350200
2018-02-27,77.860001,78.0,75.769997,76.129997,76.129997,12425700
2018-02-28,75.910004,76.08000200000001,74.510002,74.849998,74.849998,8566500
2018-03-01,75.040001,75.389999,72.910004,73.739998,73.739998,9733100
2018-03-02,72.349998,72.989998,71.440002,72.690002,72.690002,7649400
2018-03-05,72.199997,73.57,71.769997,73.440002,73.440002,6524400
2018-03-06,74.41999799999999,75.5,74.360001,75.16999799999999,75.16999799999999,9082700
2018-03-07,74.029999,76.050003,74.019997,75.980003,75.980003,4973700
2018-03-08,76.010002,76.269997,75.290001,75.730003,75.730003,3608700
2018-03-09,76.290001,76.879997,75.760002,76.620003,76.620003,6687500
2018-03-12,77.0,77.760002,76.540001,77.559998,77.559998,9766600
2018-03-13,77.980003,78.050003,75.68,75.970001,75.970001,3937600
2018-03-14,76.269997,77.66999799999999,76.269997,77.199997,77.199997,4945600
2018-03-15,79.010002,80.150002,78.529999,79.41999799999999,79.41999799999999,9009600
2018-03-16,79.050003,80.050003,78.800003,79.900002,79.900002,6279000
2018-03-19,79.279999,79.480003,77.309998,77.839996,77.839996,6146300
2018-03-20,77.879997,79.190002,77.730003,79.07,79.07,4371600
2018-03-21,78.970001,79.089996,77.889999,78.07,78.07,6453700
2018-03-22,76.519997,77.16999799999999,74.349998,74.57,74.57,7164200
2018-03-23,74.980003,75.75,72.66999799999999,73.0,73.0,5051400
2018-03-26,74.559998,75.989998,73.690002,75.809998,75.809998,6004900
2018-03-27,76.620003,76.620003,72.449997,73.029999,73.029999,7937100
2018-03-28,72.739998,73.519997,71.769997,72.639999,72.639999,8076300
2018-03-29,73.099998,74.589996,72.33000200000001,74.040001,74.040001,5098000
2018-04-02,73.58000200000001,73.760002,70.980003,71.599998,71.599998,10384500
2018-04-03,72.150002,72.41999799999999,70.089996,70.529999,70.529999,4862000
2018-04-04,68.190002,69.559998,67.949997,69.519997,69.519997,7860200
2018-04-05,70.5,70.959999,69.120003,69.379997,69.379997,5621000
2018-04-06,68.480003,69.480003,67.379997,67.550003,67.550003,8322700
2018-04-09,68.220001,69.33000200000001,68.110001,68.440002,68.440002,6316800
2018-04-10,70.18,71.08000200000001,69.82,70.779999,70.779999,9330400
2018-04-11,70.309998,71.449997,70.18,70.550003,70.550003,4020900
2018-04-12,70.75,71.389999,70.230003,70.540001,70.540001,3960700
2018-04-13,71.309998,71.309998,69.07,69.290001,69.290001,4890400
2018-04-16,69.519997,69.989998,69.010002,69.91999799999999,69.91999799999999,3805400
2018-04-17,70.290001,71.489998,70.16999799999999,71.089996,71.089996,14357700
2018-04-18,71.360001,72.5,70.83000200000001,72.32,72.32,7508200
2018-04-19,72.300003,72.599998,71.489998,72.019997,72.019997,8610300
2018-04-20,71.57,72.139999,70.589996,71.059998,71.059998,6119600
2018-04-23,71.139999,71.190002,69.68,69.889999,69.889999,19183900
2018-04-24,70.550003,70.75,68.459999,69.260002,69.260002,3180700
2018-04-25,68.849998,68.849998,67.089996,68.269997,68.269997,4180600
2018-04-26,68.900002,69.879997,68.83000200000001,69.800003,69.800003,4392400
2018-04-27,70.889999,71.089996,69.519997,69.730003,69.730003,10648200
2018-04-30,70.199997,70.800003,69.440002,70.08000200000001,70.08000200000001,5861700
2018-05-01,69.449997,70.300003,69.339996,69.889999,69.889999,8600100
2018-05-02,70.120003,71.389999,70.029999,70.209999,70.209999,6565600
2018-05-03,70.5,70.650002,68.08000200000001,70.379997,70.379997,8114600
2018-05-04,70.019997,73.08000200000001,69.58000200000001,72.709999,72.709999,8716100
2018-05-07,73.25,75.970001,73.25,75.33000200000001,75.33000200000001,5728700
2018-05-08,75.209999,76.389999,75.040001,76.040001,76.040001,6910000
2018-05-09,76.120003,76.809998,75.800003,75.93,75.93,4059400
2018-05-10,76.190002,77.480003,75.730003,75.900002,75.900002,6020800
2018-05-11,75.949997,76.360001,75.300003,75.66999799999999,75.66999799999999,3162200
2018-05-14,75.75,77.620003,75.75,76.739998,76.739998,5002100
2018-05-15,75.91999799999999,76.459999,75.400002,76.440002,76.440002,1960700
2018-05-16,76.349998,77.43,76.349998,77.019997,77.019997,2300800
2018-05-17,76.769997,77.339996,76.370003,76.5,76.5,1956400
2018-05-18,76.440002,77.059998,75.860001,75.93,75.93,4265200
2018-05-21,76.690002,77.550003,76.540001,77.019997,77.019997,5223900
2018-05-22,77.300003,77.32,76.389999,76.510002,76.510002,1837700
2018-05-23,75.839996,76.720001,75.440002,76.449997,76.449997,7051500
2018-05-24,76.839996,77.489998,76.400002,77.16999799999999,77.16999799999999,4018400
2018-05-25,77.050003,78.25,76.889999,77.43,77.43,1432100
2018-05-29,76.959999,78.290001,76.449997,76.800003,76.800003,1714300
2018-05-30,77.18,77.540001,76.599998,77.029999,77.029999,3239400
2018-05-31,76.860001,77.489998,76.699997,77.160004,77.160004,3231600
2018-06-01,77.58000200000001,80.0,77.58000200000001,78.980003,78.980003,4513600
2018-06-04,79.25,80.510002,79.25,80.239998,80.239998,3263300
2018-06-05,80.32,81.25,79.720001,80.349998,80.349998,3134100
2018-06-06,80.75,81.110001,79.989998,80.279999,80.279999,3161000
2018-06-07,81.040001,81.989998,78.660004,79.75,79.75,14318300
2018-06-08,78.83000200000001,80.879997,78.57,80.550003,80.550003,8087000
2018-06-11,80.699997,81.449997,80.5,80.690002,80.690002,14316700
2018-06-12,81.110001,82.199997,81.110001,81.620003,81.620003,14168400
2018-06-13,81.769997,81.989998,80.629997,80.83000200000001,80.83000200000001,12558600
2018-06-14,81.07,82.449997,81.050003,82.360001,82.360001,8387500
2018-06-15,81.050003,82.139999,80.629997,81.459999,81.459999,11167900
2018-06-18,80.720001,81.66999799999999,79.91999799999999,81.610001,81.610001,9638500
2018-06-19,79.779999,80.290001,78.199997,80.16999799999999,80.16999799999999,11067600
2018-06-20,80.5,81.389999,80.199997,81.110001,81.110001,15068000
2018-06-21,80.639999,80.93,79.139999,79.620003,79.620003,11232400
2018-06-22,79.940002,80.16999799999999,78.870003,79.459999,79.459999,8648000
2018-06-25,78.230003,78.25,74.410004,75.459999,75.459999,11493000
2018-06-26,75.910004,76.260002,74.449997,75.5,75.5,12841000
2018-06-27,76.040001,76.220001,73.110001,73.129997,73.129997,13213400
2018-06-28,72.699997,74.610001,71.980003,74.410004,74.410004,11596900
2018-06-29,73.339996,74.519997,72.839996,73.209999,73.209999,17791000
2018-07-02,71.610001,73.5,71.540001,73.410004,73.410004,27379900
2018-07-03,74.0,74.18,72.519997,72.790001,72.790001,9138000
2018-07-05,73.300003,73.489998,71.809998,73.349998,73.349998,14246600
2018-07-06,73.309998,75.550003,72.870003,75.360001,75.360001,11720000
2018-07-09,76.0,76.339996,74.910004,75.610001,75.610001,9081900
2018-07-10,76.400002,76.91999799999999,75.599998,75.970001,75.970001,9801800
2018-07-11,74.779999,74.860001,73.699997,73.760002,73.760002,9658800
2018-07-12,74.849998,75.57,74.519997,74.610001,74.610001,11993200
2018-07-13,74.949997,75.25,74.139999,74.480003,74.480003,8488100
2018-07-16,74.309998,74.889999,74.08000200000001,74.660004,74.660004,9835200
2018-07-17,73.980003,75.550003,73.620003,75.360001,75.360001,8570700
2018-07-18,75.440002,75.57,74.470001,74.660004,74.660004,11081300
2018-07-19,74.139999,74.290001,73.139999,73.360001,73.360001,8135200
2018-07-20,73.599998,74.07,73.029999,73.269997,73.269997,7184900
2018-07-23,73.099998,73.449997,72.309998,73.150002,73.150002,6876900
2018-07-24,74.160004,75.660004,73.910004,74.150002,74.150002,12963300
2018-07-25,74.290001,77.720001,74.290001,77.529999,77.529999,9101400
2018-07-26,76.150002,76.790001,75.529999,76.190002,76.190002,10315800
2018-07-27,76.889999,77.0,73.209999,74.099998,74.099998,15501800
2018-07-30,74.33000200000001,74.58000200000001,71.32,72.389999,72.389999,19783700
2018-07-31,73.139999,74.099998,72.160004,73.449997,73.449997,18425200
2018-08-01,73.199997,74.589996,72.66999799999999,73.18,73.18,22297600
2018-08-02,71.800003,72.220001,71.029999,72.089996,72.089996,26038900
2018-08-03,72.739998,72.75,71.309998,71.58000200000001,71.58000200000001,25891000
2018-08-06,71.379997,71.510002,70.32,70.889999,70.889999,35841700
2018-08-07,71.459999,72.449997,71.239998,71.5,71.5,11515300
2018-08-08,71.75,71.75,70.459999,70.989998,70.989998,22469400
2018-08-09,70.82,71.449997,70.309998,70.489998,70.489998,37448000
2018-08-10,69.839996,71.440002,69.769997,70.970001,70.970001,25773200
2018-08-13,71.139999,71.199997,70.08000200000001,70.199997,70.199997,12438800
2018-08-14,69.889999,69.889999,67.83000200000001,68.150002,68.150002,15583800
2018-08-15,66.18,67.110001,65.779999,67.040001,67.040001,9798500
2018-08-16,67.940002,69.449997,67.93,68.139999,68.139999,9290100
2018-08-17,67.870003,68.940002,67.040001,68.16999799999999,68.16999799999999,13238100
2018-08-20,68.839996,70.269997,68.620003,69.260002,69.260002,11537300
2018-08-21,69.66999799999999,70.690002,69.610001,70.25,70.25,4675000
2018-08-22,70.290001,70.699997,69.43,70.32,70.32,7280900
2018-08-23,72.510002,73.150002,68.139999,68.220001,68.220001,27034500
2018-08-24,69.08000200000001,69.599998,68.16999799999999,68.900002,68.900002,4898900
2018-08-27,69.68,70.889999,69.529999,70.839996,70.839996,3550100
2018-08-28,71.279999,71.449997,69.949997,70.300003,70.300003,3095400
2018-08-29,70.32,70.610001,69.870003,70.43,70.43,2642500
2018-08-30,70.019997,70.290001,69.089996,69.33000200000001,69.33000200000001,8258400
2018-08-31,68.900002,69.93,68.730003,69.550003,69.550003,5783400
2018-09-04,69.120003,69.139999,67.660004,67.959999,67.959999,5813100
2018-09-05,66.360001,67.160004,65.019997,65.650002,65.650002,6985400
2018-09-06,65.589996,66.360001,63.939999,64.209999,64.209999,6633000
2018-09-07,64.029999,65.629997,64.029999,64.82,64.82,3899900
2018-09-10,63.5,64.440002,63.080002,63.799999,63.799999,14090100
2018-09-11,62.880001,64.910004,62.799999,64.290001,64.290001,10305300
2018-09-12,64.589996,66.970001,64.370003,66.519997,66.519997,17460500
2018-09-13,67.739998,68.529999,67.440002,67.980003,67.980003,10852700
